@relation squares

@attribute x1 numeric
@attribute y1 numeric
@attribute x2 numeric
@attribute y2 numeric
@attribute x3 numeric
@attribute y3 numeric
@attribute x4 numeric
@attribute y4 numeric
@attribute class {Large,Small}

@data
-26.575053,-1.947444,-2.147342,5.412203,-19.215406,-26.375155,5.212305,-19.015508,Small
57.042077,9.26182,14.05141,-27.03209,20.748167,52.252488,-3.613211,31.685939,Large
-9.601759,2.577206,2.673279,5.626446,-6.552519,-9.697831,5.722519,-6.648591,Small
-18.170393,-65.774278,-58.773174,3.162323,50.766208,-25.171498,27.757966,13.892576,Large
-27.253254,47.573846,34.387974,61.096671,-13.730429,-14.067382,47.910799,-0.544557,Small
-6.99381,-24.547875,-15.122237,2.347658,19.901724,-16.419447,15.295615,-1.178645,Large
-1.361188,-0.549805,-1.608263,2.866287,2.054904,-0.30273,1.80783,3.113362,Small
-32.758293,38.836655,35.648274,-16.783798,-88.378746,-29.569912,-49.615024,-61.088169,Large
4.533753,-10.739247,-10.887684,24.361312,39.634312,4.682191,24.212874,39.782749,Small
-46.459892,57.109799,50.055124,42.960072,-60.609619,-39.405217,-5.917776,-47.423395,Large
-14.775794,-33.720049,-43.751784,15.31665,34.260905,-4.744058,5.284915,44.292641,Small
10.464541,40.023765,23.426812,-47.23826,-76.797484,27.061494,-69.452197,-22.386987,Large
7.257376,-3.981851,-7.295797,-6.007674,5.231553,10.571322,-9.32162,8.545499,Small
-44.80591,-24.371058,-59.247069,49.665071,29.230219,-9.929899,21.046896,32.023908,Large
-0.306805,11.599236,20.417315,11.886308,-0.019733,-9.124884,20.704387,-8.837812,Small
-31.552511,114.247402,61.655294,30.687831,-115.112082,21.039597,-62.294325,-26.310827,Large
-2.260685,7.586734,3.037304,0.226543,-9.620877,2.288745,-4.322887,-5.071446,Small
-48.852905,-10.472043,9.855919,27.710162,-10.670699,-69.180867,22.597634,-47.544284,Large
60.658816,-7.428768,24.076281,-50.886768,17.200816,29.153767,-19.381719,-14.304233,Small
89.747142,34.406018,-25.71141,-57.578185,-2.237061,149.86457,-67.663573,97.740188,Large
-3.67868,2.676108,1.719839,2.186662,-4.168126,-2.72241,1.230393,-3.211856,Small
45.669485,19.028002,-34.947445,-50.327953,-23.686471,99.644932,-69.369398,60.343224,Large
8.988687,1.419365,-25.725025,-12.837951,-5.268628,36.133077,-39.98234,21.875761,Small
-8.11914,-53.531243,-58.84457,31.215278,76.627381,-2.805813,47.882971,45.217216,Large
-7.0574,22.416198,10.655075,0.260015,-29.213583,4.703724,-11.501108,-17.45246,Small
1.494421,-2.125373,-3.14539,0.679835,4.299629,2.514437,1.670403,4.104055,Large
8.724704,0.8385,-1.490707,-3.73434,4.151864,11.053911,-6.063547,6.48107,Small
60.701275,-5.273404,-43.584252,-42.628939,23.345739,99.012123,-35.749393,77.843986,Large
-1.880577,0.183351,4.194876,2.309588,0.24566,-5.892102,6.321113,-3.765865,Small
-14.435431,24.851132,21.525317,22.954198,-16.332365,-11.109615,4.045392,-12.184545,Large
-26.207819,77.167909,47.446449,63.067674,-40.308055,3.513641,33.346213,-10.586594,Small
16.655105,1.768953,3.563243,-34.603677,-19.717526,14.860815,-27.136248,-5.750342,Large
15.717848,16.205643,-14.013519,-14.517838,-15.005633,45.937011,-44.737001,15.21353,Small
-38.698197,-12.748287,-36.820286,55.839665,29.889755,-14.626199,30.953905,24.240308,Large
-22.062103,34.247171,47.141283,51.584394,-4.724881,-34.956215,64.478505,-17.618993,Small
-77.411365,60.082558,28.269389,117.945156,-19.548767,-45.598197,40.336994,-12.809391,Large
0.370746,102.20268,79.191691,41.609362,-60.222572,23.381735,18.598373,-37.211583,Small
36.141086,-23.778809,-1.894534,-33.655969,26.263925,14.256811,4.710407,8.659753,Large
22.983072,6.049286,14.158534,-45.631396,-28.69761,14.873824,-37.522148,-36.806859,Small
-8.964637,1.729745,10.672531,7.68453,-3.009852,-17.907423,8.117877,-14.533045,Large
-17.122075,2.056986,6.773491,6.022257,-13.156805,-21.83858,10.738762,-17.873309,Small
0.409332,23.207714,67.214388,-2.443635,-25.242017,-43.597341,12.614181,-58.133106,Large
-7.102847,-17.099341,-5.142586,10.544236,20.54073,-19.059602,22.500991,8.583975,Small
14.290882,3.29578,1.503854,-7.105249,3.889854,16.082808,-3.356129,10.188892,Large
-41.923523,67.084894,39.971719,20.645081,-88.363336,-14.810348,-6.468094,-61.250161,Small
-91.321678,47.239762,2.469416,96.484752,-42.076688,-46.551332,11.071599,-18.645837,Large
-8.970568,16.743109,11.144546,11.973217,-13.74046,-3.372005,6.374654,-8.141898,Small
-67.157762,-48.904903,-113.871269,58.598335,40.345475,-2.191396,13.874488,58.727105,Large
-29.382231,41.078484,36.408553,46.255997,-24.204718,-24.712301,41.586067,-19.534787,Small
-4.458328,5.640114,4.282998,0.981414,-9.117027,-3.101212,-4.163609,-5.741142,Large
19.801457,-5.962483,-6.218241,-30.866533,-5.102593,20.057215,-31.122291,-4.846835,Small
24.390414,-17.024933,-27.590196,-20.519289,20.896057,34.955678,-8.559622,32.975542,Large
91.673261,2.284639,27.310953,-46.211619,43.177003,66.646947,-21.185305,18.150689,Small
-13.972275,28.209265,30.480511,24.987063,-17.194477,-16.24352,7.995435,-18.069435,Large
21.426052,48.953068,48.693938,-17.435447,-44.962463,21.685182,-17.694577,-44.703333,Small
43.86982,-26.574861,-17.168706,-33.187786,37.256895,34.463666,2.668396,30.716341,Large
-10.022429,-15.653413,-16.274105,49.955992,55.586976,-9.401738,49.335301,56.207668,Small
-70.304806,-77.264878,-119.020163,45.154067,52.114138,-28.549521,24.508769,40.821214,Large
39.504535,10.49388,20.360999,-19.713329,9.297326,29.637416,-9.84621,-0.569793,Small
39.461449,63.281118,42.170452,-11.693306,-35.512975,60.572116,-33.977873,18.086609,Large
23.71965,23.561413,13.829952,-10.710883,-10.552646,33.45111,-20.442344,-0.821185,Small
25.963391,-2.757737,1.427382,-50.041379,-21.320251,21.778272,-35.22399,-5.015792,Large
-6.017522,3.088274,-0.835797,6.923867,-2.181929,-2.093451,2.999796,1.742142,Small
48.201913,-22.743311,-80.263659,-27.868409,43.076814,105.722261,-29.720343,102.818038,Large
-5.786262,-13.696112,9.314679,11.133336,19.043186,-28.797053,34.144127,-3.967605,Small
1.935286,-1.721491,-2.268684,-0.972654,2.684123,2.482479,0.301873,2.90682,Large
4.984833,-7.818223,-11.144647,-11.634101,1.168956,8.311257,-14.960525,4.49538,Small
-10.112187,77.794083,41.881525,18.139507,-69.766762,25.800371,-40.303659,-8.003888,Large
-14.815255,72.51561,69.268228,71.315569,-16.015295,-11.567872,68.068187,-12.767913,Small
14.200012,0.072245,-2.309059,-27.378824,-13.251056,16.581315,-22.606196,1.02571,Large
20.549959,-5.293306,-5.90637,-30.342127,-4.498862,21.163022,-30.955191,-3.885799,Small
18.777823,126.754366,120.022346,22.269297,-85.707246,25.509843,-28.33535,-33.698363,Large
23.392235,-42.194716,-36.285319,29.689864,95.276815,17.482838,35.599261,89.367419,Small
24.127648,75.274855,66.459197,-21.059532,-72.206738,32.943306,-48.218861,-21.646179,Large
85.599762,32.085808,93.122363,-58.588886,-5.074932,24.563207,2.447668,-66.111487,Small
-1.603441,10.020844,6.563033,-0.227385,-11.85167,1.85437,-7.224001,-3.95296,Large
20.056502,-76.518457,-51.887763,-17.93788,78.637079,-4.574192,6.692814,54.006385,Small
3.278427,5.286064,11.769773,-4.552881,-6.560517,-3.205282,-1.748754,-8.780684,Large
-44.250664,-48.686529,-21.852516,11.934489,16.370354,-71.084678,38.768503,-10.46366,Small
-19.319806,-99.110483,-96.172399,22.724079,102.514755,-22.257891,58.964953,46.781694,Large
4.736237,-25.17084,-62.348012,-14.27051,15.636567,41.91341,-51.447682,52.813739,Small
-25.79796,-49.604144,-32.244353,20.473663,44.279846,-43.15775,40.62689,-3.446993,Large
7.382373,2.625959,10.677912,-14.454219,-9.697805,-0.66958,-6.402266,-17.749758,Small
50.136802,5.430346,-11.405108,-26.216464,18.489992,66.972256,-16.383757,49.039063,Large
-0.736098,-22.386209,-31.129514,-19.46708,2.183031,8.007207,-28.210385,10.926336,Small
28.783237,-22.628666,-39.393515,-53.238651,-1.826748,45.548086,-40.460241,28.202427,Large
-66.760207,2.740272,-31.013488,65.24164,-4.258838,-33.006447,31.48788,29.494922,Small
0.689508,2.970559,1.430538,-1.057453,-3.338504,2.229529,-2.918587,-0.053011,Large
-20.42688,10.067505,8.800638,-1.41886,-31.913245,-19.160012,-2.685728,-30.646377,Small
46.309293,14.31504,24.481105,-68.639754,-36.645502,36.143229,-49.014808,-10.864488,Large
-0.008285,-0.003999,-0.004652,0.022772,0.018486,-0.007633,0.022119,0.019139,Small
-3.486369,2.155893,1.060465,4.65518,-0.987082,-2.390941,1.589457,-0.974678,Large
-18.758029,5.331608,-0.156554,20.475318,-3.614319,-13.269868,14.987157,1.873842,Small
-29.583436,-37.464216,-38.108452,26.90982,34.790599,-28.9392,29.959757,7.53942,Large
18.178896,20.674512,9.858799,-72.876749,-75.372365,28.994609,-83.692462,-64.556652,Small
-13.604401,44.904033,75.960899,-13.89658,-72.405015,-44.661266,-21.651345,-77.981614,Large
-99.196808,0.097441,-16.243551,54.44678,-44.847469,-82.855817,38.105788,-28.506478,Small
-28.948294,-32.064431,-0.760677,40.309099,43.425235,-60.252048,59.398219,-19.240382,Large
0.141896,0.697126,0.707644,0.326193,-0.229037,0.131378,0.336711,-0.239555,Small
-10.398477,-85.212705,-69.69075,22.048737,96.862964,-25.920432,63.26401,34.861051,Large
4.353599,-8.399656,-16.661367,-2.151962,10.601293,12.61531,-10.413673,18.863004,Small
5.957079,-60.26207,-68.905374,0.930657,67.149806,14.600383,24.727749,49.276262,Large
-10.76475,-11.132647,11.609484,10.881167,11.249063,-33.506881,33.623297,-11.493068,Small
-34.872176,-104.078501,-104.547948,15.2531,84.459425,-34.402729,44.976487,33.218512,Large
-12.579554,-17.567761,-19.100899,4.403822,9.392029,-11.046416,2.870684,10.925167,Small
-42.285955,62.162241,84.075463,11.933438,-92.514759,-64.199177,-20.909955,-92.662166,Large
55.244069,35.903133,28.031081,-10.803822,8.537115,63.116122,-18.675874,16.409167,Small
-46.20567,0.389804,12.29081,33.704687,-12.890786,-58.106676,20.257219,-39.228242,Large
3.952739,15.561616,29.299638,-20.813796,-32.422674,-9.785283,-7.075774,-46.160696,Small
-78.117083,21.972374,-6.233362,64.247641,-35.841816,-49.911347,4.892293,-25.955362,Large
20.502716,2.071266,3.177546,-11.041668,7.389782,19.396436,-9.935388,6.283502,Small
-85.502836,28.383894,22.224681,36.060295,-77.826435,-79.343622,-16.780842,-74.993662,Large
-9.23701,32.785442,37.37161,18.424412,-23.59804,-13.823178,23.01058,-28.184208,Small
-92.159376,-12.557689,-47.962821,79.074748,-0.52694,-56.754244,24.517775,-4.829196,Large
