@relation triangles

@attribute x1 numeric
@attribute y1 numeric
@attribute x2 numeric
@attribute y2 numeric
@attribute x3 numeric
@attribute y3 numeric
@attribute class {Is,Eq}

@data
26.319281,-5.084845,0.684079,-16.085955,11.825052,-6.678459,Eq
7.843146,-0.54409,-13.304531,13.354333,-9.679904,-4.168717,Is
-14.939326,-65.30286,-5.744076,1.434021,-0.170646,-33.335825,Eq
-28.794562,-14.142207,-9.395348,24.545477,-38.438797,14.901242,Is
25.960329,27.636095,-21.509849,5.175707,-1.197843,23.640608,Eq
-26.956228,-19.365153,7.595955,-6.562208,-16.081609,4.312411,Is
-12.736349,-5.092904,37.652798,-54.950728,4.859627,-37.701389,Eq
22.873555,11.301425,-17.167838,24.411401,-3.70213,-2.164284,Is
-3.831215,-13.143038,2.076653,71.344714,11.999101,28.200447,Eq
-13.853502,-51.513448,41.737571,2.735625,-13.182502,3.406625,Is
-23.444222,-5.665455,4.225342,10.078165,-7.210029,-2.010633,Eq
8.830083,9.639178,14.960664,-49.413906,41.421916,-16.822074,Is
-19.479435,29.355188,-49.676706,-43.329171,-45.655553,-2.384767,Eq
-15.540485,9.038993,3.948131,-44.08329,20.764964,-7.777841,Is
12.280229,9.486014,12.100918,-18.324411,7.952117,-4.39187,Eq
-20.459341,-25.167024,-25.000178,32.515706,-51.571124,1.403923,Is
42.521744,-33.259079,3.661371,32.806367,33.160282,5.696171,Eq
-29.338079,-10.893381,-0.728118,-0.667214,-20.146182,8.524683,Is
-3.917902,10.020751,12.693831,2.318183,3.214052,3.637751,Eq
-9.165554,-7.432902,-7.096384,38.424035,-31.059437,16.530152,Is
-65.852388,54.717451,14.14489,23.315968,-30.639502,26.824699,Eq
0.621503,-28.814931,-8.642836,4.627266,-20.731765,-16.726002,Is
-9.954509,2.505096,-6.422004,-37.660335,-14.309681,-18.115992,Eq
12.689848,-24.466189,-20.800553,37.818885,-35.197889,-10.068853,Is
-7.892433,-14.963381,-9.954331,3.432148,-6.119806,-5.451372,Eq
-16.298251,-3.36816,7.10579,21.874285,-17.217453,20.955083,Is
32.574832,-28.774628,-6.453873,31.129808,22.190234,7.125772,Eq
-6.618033,-29.236668,-26.188206,9.073307,-35.558107,-19.866767,Is
-12.870782,1.774924,75.511591,40.706654,37.253807,7.770846,Eq
1.10395,32.178156,-46.612894,-41.339357,14.004284,-28.439022,Is
-60.119375,5.009615,2.513937,77.686005,-17.726451,31.802161,Eq
-0.53792,-0.689462,0.617296,1.197849,-0.903968,0.831801,Is
46.469402,-15.579422,1.222621,6.981713,27.284448,2.596995,Eq
-7.30791,5.383971,33.21887,-15.36545,23.330191,15.272651,Is
-19.967996,-14.676049,39.201921,-42.75724,5.33724,-37.734454,Eq
34.521412,3.718538,-5.052774,-23.292066,28.239621,-29.573857,Is
-8.787061,-18.912544,16.118207,3.822737,7.130551,-11.340599,Eq
-26.918324,-1.725956,4.177569,-12.471649,-5.997531,8.449144,Is
5.101633,-11.328031,6.843055,0.728554,7.809832,-5.56514,Eq
6.40176,31.67449,-39.924968,-27.497086,12.824184,-21.074661,Is
19.44716,-21.271734,-37.397174,1.035992,-5.575191,-1.454492,Eq
2.058566,16.775312,-23.7268,3.164721,-4.028822,-2.922667,Is
-0.28733,0.510344,2.145873,-1.027589,0.694882,-0.629456,Eq
24.238046,-4.53932,-0.482938,-28.642943,23.929365,-28.951623,Is
14.868015,5.149218,-7.978283,6.72148,3.684487,9.417246,Eq
-8.284719,-15.377231,78.433879,19.017875,17.877027,45.179621,Is
1.092996,-1.424295,0.773405,1.280717,1.345459,-0.023081,Eq
-6.481433,1.452693,4.865468,-27.834341,13.835534,-7.517373,Is
-0.474116,-33.944263,-23.109495,5.350759,-5.803035,-10.847,Eq
-6.232129,1.581139,2.027369,-6.288936,1.832657,1.77585,Is
-3.416598,-2.486989,-24.926885,74.902696,-2.377142,39.486135,Eq
4.186882,37.297236,-21.029041,3.604204,8.425437,7.842759,Is
22.820227,31.041613,32.678573,-63.174159,13.390416,-17.568737,Eq
12.95853,26.924385,5.321868,-4.248661,24.726722,7.519531,Is
-38.969484,-8.173532,42.937308,-48.509688,-4.163532,-40.82464,Eq
-5.809697,9.024423,-16.491393,-25.157155,5.940245,-13.407214,Is
29.901522,-2.584887,0.557618,15.366293,17.965425,10.86287,Eq
-75.248613,8.351721,5.097499,13.141721,-37.470557,50.919777,Is
-66.402322,3.227694,-8.663784,-52.895321,-46.086498,-33.633473,Eq
-2.439911,-3.322443,-2.398445,15.719394,-11.940096,6.219209,Is
26.360749,-2.088019,-17.804885,-9.012542,3.222598,1.180797,Eq
31.073356,-50.029746,-19.621346,31.649963,-35.11385,-34.537243,Is
-3.486839,-25.757394,33.232265,39.598644,24.83332,1.324438,Eq
-2.457675,-9.01485,56.158934,-27.045097,35.865753,11.278331,Is
14.306361,-3.129055,-16.428172,-0.720799,-0.693875,2.759179,Eq
23.448896,-19.907445,-3.328481,-6.60517,3.40907,-26.644997,Is
-3.974457,-3.763161,38.979675,33.222366,23.1394,8.183165,Eq
36.45681,-10.950918,0.547588,1.629178,12.212151,-22.615481,Is
10.98774,-2.506693,-9.739555,4.82095,1.740864,4.316079,Eq
-19.183757,-47.683294,3.025203,12.821938,-38.331893,-6.326198,Is
2.76566,2.783505,-18.944647,-5.787834,-9.395811,1.806602,Eq
-61.155576,-4.335468,6.8352,17.20267,-37.929257,40.428989,Is
-11.228686,-18.479711,-4.004121,32.588259,0.166627,5.953212,Eq
0.853558,0.253484,0.073393,-0.55925,0.869842,-0.542966,Is
-61.259263,47.840669,3.679753,14.399803,-33.886321,21.223185,Eq
27.239158,6.419208,-18.380595,-27.710711,21.494241,-33.455628,Is
63.088011,23.905138,1.408659,-22.462662,25.181636,10.121499,Eq
-22.273707,65.930599,28.572769,8.521529,31.854066,62.649302,Is
-4.246399,-29.372481,37.187301,-7.136511,19.859331,-24.569212,Eq
0.540598,-5.940411,12.377134,1.726033,2.625644,3.811079,Is
2.590956,0.658984,-3.615462,-3.784564,-1.189473,-0.616899,Eq
-44.701651,12.696405,-5.503003,-20.464806,-8.521721,15.715123,Is
24.741034,34.660846,-31.849632,10.341946,-7.260629,31.126114,Eq
61.997421,9.192112,-33.979065,9.784789,13.712839,-38.499792,Is
48.393184,27.644725,-32.477198,11.557356,5.506192,31.926116,Eq
2.733975,-4.398505,-4.679815,5.566749,-5.955547,-3.122773,Is
-11.159334,15.361196,4.049068,-9.580625,-7.356399,0.572444,Eq
-3.985846,-6.661905,13.939735,-10.622683,6.957333,0.320497,Is
52.760186,-14.430266,-5.700294,-31.581349,20.91603,-14.09612,Eq
-12.892488,-12.394433,23.810376,-21.829585,10.17652,1.239424,Is
25.712091,-12.505726,-8.758966,6.473547,11.369104,2.237483,Eq
-11.962952,-41.121003,39.735848,4.807462,-9.077784,7.69263,Is
-7.56049,-24.428167,-27.130706,35.060119,-8.279267,8.298581,Eq
-11.535134,-15.321316,-17.213856,13.925908,-28.998107,-3.537065,Is
-4.170937,-4.309856,35.840675,22.748718,19.95874,3.121449,Eq
0.276295,1.148844,9.366926,6.350051,2.221007,8.294763,Is
23.26279,4.149777,-18.310426,16.764584,4.398745,16.793159,Eq
7.787083,11.389496,-44.549652,-2.110579,-11.631247,-21.528909,Is
-14.376812,10.550921,39.07439,-42.212275,4.307398,-23.976924,Eq
11.874604,1.049285,-2.209394,-3.736489,7.225492,-8.385601,Is
73.788069,-9.416639,-8.865842,37.597217,39.626275,26.687184,Eq
-4.740699,4.534095,39.243544,-45.29475,42.165845,1.611794,Is
0.90812,-5.877789,-13.733292,27.191729,-1.372616,12.888399,Eq
10.578666,2.076098,6.589132,-14.972701,17.108298,-8.443069,Is
-55.265845,-6.778344,9.458612,-68.595955,-32.324948,-47.551501,Eq
1.761863,-2.221937,-2.871412,4.012539,-3.672013,-1.421336,Is
-13.659093,12.233366,31.000104,-4.63158,6.100198,-3.005406,Eq
21.955222,-39.754401,-3.143465,15.960765,-18.451704,-24.446161,Is
0.025042,0.08624,-0.750301,1.666049,-0.121858,0.994311,Eq
22.694974,16.844617,-3.031314,-51.914716,44.211496,-30.398194,Is
27.512469,34.578511,-51.714339,-21.441806,-20.638729,18.642939,Eq
-0.488265,-0.257833,0.080059,-0.175101,-0.245469,0.067695,Is
-78.466501,-20.93144,12.423568,-46.638993,-36.939434,-47.637346,Eq
28.004155,-8.368112,0.525988,0.180958,9.990536,-17.83266,Is
1.158631,-5.06549,-10.820461,12.37908,-2.17227,5.482472,Eq
10.031906,-18.645293,-1.472361,4.365122,-7.225435,-12.892219,Is
8.475367,-51.693251,57.907941,-3.781733,40.493624,-35.271279,Eq
23.351488,-4.575133,-41.938196,-37.9256,7.381879,-53.895209,Is
-8.79539,35.875584,-6.211926,-5.462168,-13.803751,14.812974,Eq
19.852369,-27.635852,6.259897,12.237086,-6.880336,-14.495619,Is
-43.541712,-10.338233,1.888479,-6.393443,-20.225409,-15.28964,Eq
-1.049744,39.2981,45.125411,11.727715,35.823026,48.600485,Is
7.732873,50.445173,-53.461242,-5.506696,-31.391546,31.795547,Eq
18.028219,-11.147405,4.031961,10.683672,0.114551,-7.229995,Is
6.567419,0.207747,-19.710486,35.509836,-1.191308,21.863684,Eq
-20.867354,-6.111994,35.790921,-21.797629,15.304601,14.374326,Is
-3.735801,49.908858,28.994746,-43.047579,-1.537582,-1.55767,Eq
-8.295025,1.582985,10.927789,-11.506423,7.861086,4.649688,Is
-38.154017,-6.296672,8.305917,-2.914627,-14.408609,-11.68639,Eq
-44.842653,-38.323426,-2.695719,-8.029686,-38.916056,-2.103089,Is
16.290409,-8.039526,26.043917,35.619427,27.821019,12.303464,Eq
0.249934,0.323364,-0.006024,-0.065133,0.316203,0.001136,Is
-16.070012,11.195017,28.000895,31.740005,9.096607,14.750871,Eq
30.568589,25.55378,-48.850396,-20.374385,13.823179,-37.119795,Is
-46.305222,-33.532224,-10.466185,13.842601,-21.165528,-15.306871,Eq
3.13158,-20.1906,-42.141164,-16.7995,-21.200342,-41.131422,Is
8.027992,-28.87887,-8.593125,2.011374,4.425271,-10.900602,Eq
-56.918539,11.304142,5.189685,-23.578451,-8.42313,24.916957,Is
14.175728,-14.662144,16.209499,55.123357,25.828294,19.920649,Eq
54.668493,-1.993685,-2.130052,-61.209035,55.876896,-60.000632,Is
-1.352436,29.297164,24.907405,4.307926,7.968992,12.800406,Eq
39.999345,-29.917701,46.980572,63.238093,-3.087939,20.15081,Is
1.792467,2.897001,44.937401,-40.921651,16.686739,-25.587842,Eq
1.671262,4.000372,-9.920505,6.9079,-5.578385,-0.341748,Is
30.551816,2.273533,-44.944634,38.780681,-1.632525,32.033167,Eq
43.174977,-20.143398,-24.144131,-34.899068,16.893258,-61.180787,Is
14.416323,17.673199,-41.199906,-11.546456,-17.845022,11.53958,Eq
-15.454974,-11.391482,-15.028473,32.097925,-36.986427,10.566473,Is
-0.559964,-2.590279,-3.641563,12.689462,0.22795,5.519244,Eq
-8.278364,-29.567624,6.082807,12.561362,-22.162272,-1.322545,Is
3.316015,62.321578,-33.286123,-2.272174,-24.829485,35.603062,Eq
8.260461,-26.785966,49.473924,54.077558,-11.56457,34.252528,Is
3.354054,0.286007,-0.557887,-0.941209,1.21105,0.268599,Eq
0.200282,-2.057728,5.830907,2.400962,0.78625,2.986929,Is
17.794661,7.618203,-7.254886,-35.374924,-1.282494,-10.060676,Eq
20.185049,-2.761628,-14.07672,-16.86079,10.103745,-26.942094,Is
-0.623246,-1.181825,11.910743,2.747157,6.242546,-1.127581,Eq
-23.565883,-18.3721,-0.135275,20.535342,-31.3043,12.796925,Is
57.028151,62.86482,-35.326863,27.912956,5.523794,59.464282,Eq
-5.232396,32.979088,-0.011054,-2.88723,15.311433,17.6566,Is
-78.24176,-11.961632,-2.087073,-53.931663,-46.560872,-44.553026,Eq
15.634461,-53.536237,-75.14634,-16.815162,-48.116477,-80.5661,Is
-6.144452,6.394717,66.040296,4.626772,29.678478,-5.490595,Eq
9.156335,49.141267,-15.378664,-9.965065,26.442002,7.320601,Is
-0.736184,-2.146469,11.061577,13.63722,7.568214,3.947334,Eq
19.103431,10.451244,-5.464596,-53.002345,38.546212,-33.559564,Is
-8.875039,42.680081,-60.496142,-39.235805,-47.170007,9.589468,Eq
-10.714839,8.296191,9.703817,-6.251673,6.76842,11.231587,Is
-20.704136,3.604687,1.369745,-6.822469,-11.25635,-4.973067,Eq
-68.524527,18.385896,4.467274,38.293048,-41.982202,64.835373,Is
36.618012,11.455214,60.858917,-84.142516,34.168863,-40.038094,Eq
8.392772,0.437481,9.85133,-39.010989,28.846286,-18.557475,Is
-35.892894,-1.03599,9.38368,17.437076,-10.439214,1.300153,Eq
-9.203883,12.957453,-13.742608,-33.088423,11.549693,-12.334847,Is
-12.114933,-16.447966,-34.161867,37.233212,-14.957103,13.752693,Eq
-3.079434,-9.044115,8.592515,8.682179,-6.106606,5.655007,Is
12.731499,10.006047,-28.296249,2.085747,-8.989471,12.298743,Eq
0.696877,0.071916,0.027834,-0.324775,0.560701,-0.460951,Is
-13.204026,-23.737344,6.137625,-1.969726,-0.2157,-15.801305,Eq
-13.739444,-60.851993,14.116206,8.038619,-34.256925,-12.478862,Is
-2.381666,3.317085,-5.596271,-6.389372,-5.468284,-1.046221,Eq
-5.602281,1.527245,3.18155,1.634775,-1.26413,5.972925,Is
-7.638595,-15.055472,4.289489,19.290025,3.559883,0.299373,Eq
1.042883,31.202613,68.931212,-33.580132,67.37842,32.755405,Is
8.889934,12.994836,76.095015,82.14591,53.031465,37.327961,Eq
-29.613698,25.043722,3.023834,-3.000127,0.726993,27.340563,Is
10.075865,4.234125,-2.938008,-17.858836,0.201844,-4.828972,Eq
51.805703,-41.141729,13.095865,26.862619,-1.55139,-26.494474,Is
-25.668776,4.686921,-45.791525,-69.487564,-47.034736,-29.333508,Eq
-8.559427,6.366489,25.866943,-11.67465,17.674327,14.559105,Is
0.223148,-2.030407,1.348232,0.311458,1.142603,-1.030943,Eq
-30.090573,1.108425,-5.044593,49.58405,-41.805396,37.869227,Is
-10.729613,25.426832,-9.589282,-0.967955,-14.182153,12.055646,Eq
76.725375,-6.662795,-2.941097,8.242992,29.439246,-39.043137,Is
4.01454,37.717615,9.630623,-1.014349,0.919625,17.495712,Eq
-19.25881,16.634942,-12.542854,-34.12189,9.477584,-5.385495,Is
4.972066,12.542161,9.540362,-23.301782,1.793407,-6.076043,Eq
74.782163,-9.345188,-8.90788,11.44853,22.540283,-40.793351,Is
16.330337,12.581456,-16.270141,19.75833,1.123892,21.138379,Eq
0.605914,15.250835,45.017652,-0.909081,30.89174,29.376746,Is
-2.482882,0.302758,5.094665,-5.708139,0.389799,-3.857549,Eq
1.646321,-4.739067,-1.98419,9.261805,-7.16937,0.446113,Is
-23.977691,-59.063838,2.174714,17.046463,0.698125,-24.994453,Eq
-15.157239,40.516065,40.294116,14.583655,25.534644,55.275538,Is
13.595574,-18.080127,16.394154,13.171401,19.757763,-2.880882,Eq
-2.642205,53.352496,37.935093,-23.407194,56.026289,35.2613,Is
-12.070638,-8.298259,32.654793,-1.01331,11.402343,-11.472177,Eq
-1.493341,9.002208,5.515473,-11.484806,12.254573,2.263108,Is
-14.78459,6.065873,-2.235851,-31.39075,-14.218809,-14.574933,Eq
-29.25978,-36.345316,7.348457,2.231477,-30.244058,1.247199,Is
-5.070098,11.852944,13.114647,-2.506105,1.833879,1.901967,Eq
-2.067631,-5.953147,-1.466875,17.434736,-13.461195,6.041172,Is
-0.106452,-1.255161,-0.256557,1.356662,0.216552,0.073627,Eq
32.017056,11.022109,-27.334548,-15.992694,15.848655,-32.161095,Is
5.498061,8.198543,1.921407,-2.720875,2.045557,3.283935,Eq
3.000594,-12.253473,39.820968,41.949847,-5.690879,33.258374,Is
-3.44058,6.067919,8.660048,2.808157,2.112929,2.593838,Eq
0.447231,5.396936,4.757115,0.446596,5.077343,5.076708,Is
-44.545488,29.567907,51.82716,42.9295,5.677213,21.561,Eq
-43.266104,-2.384218,46.011923,2.271894,-0.955146,44.582852,Is
-19.784234,18.540224,23.612495,6.3529,0.056718,5.83267,Eq
-21.541652,-4.606441,-0.813946,6.361775,-16.661907,11.24152,Is
-17.259392,9.041092,4.061894,-5.918351,-8.878647,-1.688106,Eq
5.684307,-7.739722,-39.217454,19.746764,-30.509816,-16.44736,Is
-25.274584,24.499401,-10.714995,-14.260293,-23.901973,2.900595,Eq
11.418792,-12.152611,-18.969349,-0.345377,-9.678896,-21.443064,Is
-19.788993,58.334471,21.580594,-10.437891,-9.585473,17.643345,Eq
-42.910147,5.664239,6.921388,-80.715752,25.195616,-12.609989,Is
-24.486033,9.175353,25.590029,-6.254302,-1.799564,-6.171333,Eq
30.568602,-0.337526,-28.325181,-1.673893,1.789894,-30.452601,Is
-22.792891,38.426434,2.212414,-2.38151,-16.509586,14.211521,Eq
11.986659,9.454912,-27.377136,6.371456,-6.15351,-11.768714,Is
-27.967526,-16.049089,40.647026,-12.696392,6.850719,-24.829963,Eq
-13.116334,31.647262,19.219553,-14.02234,25.88641,24.980404,Is
-23.721157,1.856881,0.832111,52.01793,-3.799713,23.195357,Eq
-3.213328,0.504971,-0.656807,-3.105797,-0.129684,-0.022153,Is
-3.189855,-0.884537,3.632377,-1.74205,0.090571,-2.353038,Eq
17.997908,-30.880366,29.368587,28.62694,-6.070405,4.558627,Is
-5.817542,43.897085,-29.600987,-27.625776,-28.609729,11.760378,Eq
12.190272,-2.15102,-10.970209,-10.328254,4.698648,-17.819878,Is
-6.824175,-1.023625,1.547217,-1.345676,-2.687562,-2.460495,Eq
0.683845,-0.273106,0.857572,2.630332,-0.681011,1.265476,Is
-18.844197,-65.262743,60.093406,-8.209571,29.319811,-48.766667,Eq
-8.304142,-0.242149,0.70358,-16.797574,4.477431,-4.016,Is
2.07296,-20.066743,-34.801264,-4.465799,-13.986485,-6.646443,Eq
-24.941659,-49.99221,-8.934576,31.051565,-57.460005,-1.466781,Is
-5.410322,-19.663874,1.615744,58.270492,9.980322,18.232499,Eq
-21.207202,11.025341,57.611679,-27.327322,37.37857,31.25845,Is
-18.311995,47.598477,-20.804875,-11.331751,-28.539715,18.513291,Eq
1.935763,-5.985882,-2.958921,27.186104,-17.097572,8.152769,Is
9.672958,8.454097,7.018547,-28.609089,2.697126,-9.672949,Eq
3.658841,3.194235,-5.275405,0.374759,0.601456,-2.682626,Is
-19.309014,-2.567477,0.179938,-3.374785,-9.687576,-5.94135,Eq
13.150053,6.776,-3.974434,5.789692,5.080963,-2.279398,Is
-3.999874,6.355014,0.94252,-1.750866,-2.764056,1.548827,Eq
-52.389232,34.224459,-0.004802,10.687554,-14.428564,48.648222,Is
3.477074,-11.610591,-15.649792,14.659688,-2.082629,4.439584,Eq
11.203532,27.584986,12.453638,-3.013714,27.127935,12.910689,Is
-16.861776,27.496222,36.562171,-23.424462,2.089615,-6.106213,Eq
41.033099,24.080791,26.72486,-45.644209,68.741479,-17.935828,Is
-2.499659,6.130017,-25.340144,-55.935141,-23.378961,-21.421551,Eq
-3.625136,-19.833411,11.159805,7.454757,-9.87675,1.203144,Is
2.48486,1.046117,-2.355134,5.317098,0.715783,3.919248,Eq
2.585375,12.528215,4.76327,-0.007186,9.942023,7.349462,Is
-2.737035,-30.117331,16.832476,16.651367,14.175519,-9.715479,Eq
-34.105235,43.440706,26.129757,17.29396,9.085634,60.484829,Is
3.067248,-17.503207,13.593685,14.460964,13.201976,-3.125407,Eq
49.307009,35.169351,-3.544433,-3.422035,42.176981,-10.552063,Is
0.17315,-16.650874,-18.362049,-2.602687,-6.953431,-6.801918,Eq
-32.328899,-62.600367,20.522489,20.203584,-47.305181,5.227303,Is
48.585097,44.214878,-25.328284,23.811718,8.518856,45.27809,Eq
0.101078,2.196957,2.613246,-1.356161,3.133721,1.676482,Is
21.641963,21.1632,-8.806866,-27.444503,-0.990524,1.499912,Eq
-4.510463,0.059064,11.416483,-19.753957,13.359521,-1.883973,Is
-7.723081,6.931822,-11.238824,-22.448442,-13.958661,-7.222492,Eq
14.690773,31.343775,-9.938739,2.947894,16.573957,4.831079,Is
9.112926,3.485292,53.291615,-42.561606,24.184479,-26.271224,Eq
22.940052,30.744741,53.686168,-50.594463,78.982712,5.448197,Is
0.504227,15.950204,14.500247,-7.276491,3.962365,2.203789,Eq
-3.655749,5.540367,-44.738539,55.699485,-49.276703,10.078531,Is
-5.988517,4.036049,10.805475,-3.170198,1.310209,-2.126568,Eq
36.13545,22.929668,-39.808694,25.734958,-3.239267,-13.639759,Is
3.476753,6.811313,-18.32659,-7.202291,-9.560667,3.127456,Eq
16.929668,13.882929,-12.708198,-8.355183,13.229791,-12.05506,Is
54.630158,0.166212,11.990235,59.181488,42.304438,36.1724,Eq
-4.006174,6.756073,4.975963,-17.239777,12.48282,-0.750784,Is
-3.750671,-3.060217,1.351625,-1.379494,-0.943372,-2.997473,Eq
1.383989,-4.369567,-4.040075,-1.246647,-2.889503,-5.520139,Is
-92.654768,-22.933693,-5.682592,25.66975,-41.761257,-11.886993,Eq
-14.813542,-37.133991,42.312088,-20.455793,5.410174,-0.232077,Is
-11.932411,-10.510555,31.597484,39.899108,17.515237,8.060089,Eq
56.848157,-6.867708,-18.192297,48.282954,-8.247401,-16.812604,Is
4.261278,-32.997742,5.416633,5.681889,10.733936,-13.834009,Eq
-6.816336,-0.171819,14.845846,-25.944771,16.901231,-2.227204,Is
36.918905,31.332813,-9.433694,-0.842135,8.838973,22.309722,Eq
-48.994923,19.380909,-4.526104,-27.984957,-3.07758,17.932385,Is
6.818429,-9.558493,11.630374,11.215612,12.390485,0.095193,Eq
-10.610196,19.207689,62.251673,43.489733,13.679717,67.779646,Is
-3.208622,-13.977765,17.22973,7.807974,10.330816,-6.199809,Eq
-29.777685,47.38132,50.725732,20.769019,23.780174,74.326878,Is
-56.089608,-55.269052,-29.060054,31.883608,-29.292303,-15.812169,Eq
-9.266403,22.437046,3.935817,-1.039931,9.073195,17.299667,Is
2.122418,3.846095,-22.329261,23.080842,-7.171944,17.190034,Eq
2.680509,-0.984222,22.380361,-35.402509,29.739579,-8.343439,Is
-29.859676,4.391992,6.277401,-9.486098,-13.906232,-8.054535,Eq
1.756656,-10.025174,-31.431689,48.554455,-44.127331,2.670468,Is
20.780536,21.669193,-25.924852,24.426615,-2.151912,30.166053,Eq
-58.514844,33.58576,33.824761,44.139569,-17.621946,85.032467,Is
54.77491,3.075482,26.17728,-87.358646,26.693454,-37.783151,Eq
2.061577,-18.466152,8.60092,-0.115245,-3.844205,-6.021027,Is
-73.476134,-21.24853,25.958377,-20.029917,-23.573155,-35.793571,Eq
16.065656,-42.73165,-25.689551,-2.797035,-24.779255,-43.641946,Is
26.566374,2.535221,-10.857036,-16.989157,4.87905,-1.523442,Eq
-10.385339,16.993402,6.845511,4.313459,4.570058,19.268856,Is
-10.583849,-4.722763,1.012702,-0.211319,-4.098005,-4.234416,Eq
41.791499,-12.695978,-6.999289,-11.975209,17.035721,-36.730988,Is
-0.468154,-0.712087,1.04531,4.264866,1.047092,1.54573,Eq
-5.109599,-1.615559,-2.344166,7.302917,-8.186121,4.226395,Is
-28.68492,0.318559,2.498095,-9.39749,-14.57419,-9.291923,Eq
-76.662824,-18.425656,3.850404,-35.22075,-28.008663,13.433411,Is
-60.661339,-14.389939,10.699323,38.8273,-16.870418,1.342936,Eq
5.690115,0.040452,-2.925683,8.946596,-3.070856,0.185625,Is
2.843047,-8.577422,37.933533,18.465768,24.509816,-0.403803,Eq
20.605121,-39.028003,7.085346,9.514173,-10.425854,-21.516803,Is
-2.484057,-18.211102,4.773993,7.403961,5.04884,-6.509736,Eq
3.320156,48.122934,11.366288,-47.504146,55.156762,4.33246,Is
12.067827,-23.380992,22.635167,22.651884,24.367152,-1.975073,Eq
21.853102,10.675704,-37.625802,34.470608,-19.783802,-7.166296,Is
-7.282734,-3.892119,4.212541,8.861489,0.408621,0.732744,Eq
9.640144,-37.646355,2.229951,12.877577,-19.326919,-16.089485,Is
-0.481009,-8.332329,1.807226,5.391349,2.75467,-1.819229,Eq
-56.496472,23.586643,11.899004,-24.870779,1.929977,33.555671,Is
